Lyric,label
"저 하늘로 날아갈거야
첫 날개를 펴고 있는 저 새처럼
더 멋지게 달라질거야
봄 햇살에 움트는 꽃처럼
좀 다른 길을 걸어봤을 뿐
남들과 같은 꿈이
내게도 숨쉬는 걸 보이니
더 멀리 날아봐 더 멀리 뛰어봐
또 다른 내일이
너를 위해 웃고 있잖아
좀 힘에 겨워도 숨이 차올라도
일어서는 거야
멈추지 말고 가는 거야
Hold on you, your dream

그리워질 날이 올 거야
이 열정도 무모했던 이 도전도
지금만이 할수 없는 걸
We are Dreamer 큰꿈이 있잖아
혹시나 실패한다고 해도
후회없을 만큼 우린 노력해왔잖아
괜찮아
더 멀리 날아봐 더 멀리 뛰어봐
또 다른 내일이
너를 위해 웃고 있잖아
좀 힘에 겨워도 숨이 차올라도
일어서는 거야
멈추지 말고 가는거야
한번은 우리 생애 두 번은 없는
가장 빛나는 지금 이 순간을
기억해 기억해
더 멀리 날아봐 더 멀리 뛰어봐
아마도 내일은 오늘보다 멋질 테니까
좀 힘에 겨워도 숨이 차올라도
일어서는 거야
멈추지 말고 가는거야
Hold on you, your dream",2
"메이데이 참 귀찮아
다들 이런 날이 한 번쯤은 있잖아
난 매일매일 뭘 해도 귀찮아
이놈의 낮밤은 좀처럼 맞질 않아
알람을 맞추면 뭐해 난 듣질 않아
It's OK I'm addicted
음 맛있는 거 사준다면 언제든 OK
위험해 이불 밖은
I don't care 내일 일은
잠이나 자야겠네
All day 아무거나 해도 난 OK
잘됐음 좋겠어
미뤄뒀던 청소도 내일은 할게
넘어가 줘 좋게 좋게
All day 아무거나 해도 난 Always
잘됐음 좋겠어
긴가민가 불안하기는 해도
잘됐음 좋겠어 그랬음 좋겠어
작은방 한 켠을 꾸며놓고
나만의 세상을 칠해 난 Oh
Sometimes I get away
오늘의 운세는 좀처럼 맞질 않아
멋진 일은 유독 내게는 오질 않아
익숙해 다 괜찮아
또 맛있는 거 사준다면 어디든 OK
위험해 이불 밖은
잠이나 자야겠네
All day 아무거나 해도 난 OK
잘됐음 좋겠어
미뤄뒀던 청소도 내일은 할게
넘어가 줘 좋게 좋게
All day 아무거나 해도 난 Always
잘됐음 좋겠어
긴가민가 불안하기는 해도
잘됐음 좋겠어 그랬음 좋겠어
눈을 뜨면 그럴 때면 잊고 있던
불안들이 나를 깨워
이럴 때면 미뤄뒀던
잠든 걱정들이 밀려와 난
위험위험위험 위험위험위험
어지럽게 날 둘러싸고선 왜
위험위험위험 위험위험위험
어떻게 멈춰야 되는 건지
All day 아무거나 해도 난 OK
잘됐음 좋겠어
미뤄뒀던 청소도 내일은 할게
넘어가 줘 좋게 좋게
All day 아무거나 해도 난 Always
잘됐음 좋겠어
긴가민가 불안하기는 해도
잘됐음 좋겠어 그랬음 좋겠어",2
"어느새 이만큼 자란걸까
나는 그동안 잘한걸까
많은 기억들이 추억으로
바뀌는 과정일 뿐인데
어쩌면 어른이 된다는 건
항상 바라던 모습인데
나는 자꾸 설렘보다
왜 두려움이 큰 걸까
왠지 네가 멀어지는 것만 같아서
슬퍼진 것뿐이야
소중한 기억들도
다시는 오지 않을 시간일까
너무 두려워진다면 잠시 멈춰도 돼
소중한 그때로 다시 Rewind
한 걸음씩 내딛다 보면 찾을거야
널 첨 봤던 그날처럼 Rewind
왜 자꾸 주저하는 걸까 난
가끔 돌아가고 싶다고
많은 추억들이 남겨진
그때에 우리 자리로
왠지 네가 멀어지는 것만 같아서
슬퍼진 것뿐이야
소중한 기억들도
다시는 오지 않을 시간일까
너무 두려워진다면 잠시 멈춰도 돼
소중한 그때로 다시 Rewind
한 걸음씩 내딛다 보면 찾을거야
널 첨 봤던 그날처럼 Rewind
아무도 없는 텅 빈 방 안에서
가끔 들려오는 그 소리에 눈을 뜨면
너와 내가 꿈꾸던 그 시간 속에
널 다시 데리러 가
너무 두려워진다면 잠시 멈춰도 돼
소중한 그때로 다시 Rewind
한 걸음씩 내딛다 보면 찾을거야
널 첨 봤던 그날처럼 Rewind",2
"어딘가로 흘러가는 걸까
눈앞에 Violet, 손 뻗으면 닿을 듯해
가리워진 길을 따라갈게
밤새도록 Fallin’ fallin’ 깊어져

Na-aha 저 별의 반대편 어디쯤 있을까
Aha 아무도 없는 그곳에 말야
난 천천히 또 깊이
눈을 감고 들어가
내 맘속에서 피어나는 꿈
(그 안에 난)

끝없는 Daydreaming
아름다운 꿈들에 더 깊이 닿길 바래
Following my mind
All that I feel now is sky
하얀 빛을 따라가
나로 가득 찬 Daydreaming
I’m telling you now

I don’t wanna wake up 파래지는 밤
초록빛에 덮인 바다 위로 가
아득해진 새벽 끝에서
아무도 모를 작은 소원을 빌어

I know 정말로 찾고 싶어 그래도
어쩜 반복될 Story 뻔하대도
동화 속 Wanna be를 내게 줘

Na-aha 보이지 않는 하늘을 또 바라봐
Aha 하루 종일 먼 그곳을 말야
천천히 눈을 감아
달이 뜨는 길을 따라
내 맘속에서 피어나는 꿈
(그 안에 난)

끝없는 Daydreaming
아름다운 꿈들에 더 깊이 닿길 바래
Following my mind
All that I feel now is sky
하얀 빛을 따라가
나로 가득 찬 Daydreaming
I’m telling you now

Dream up to, come up to oh rewind
Dream up to, come up to oh remind
Daily daily daily, daily daily daily
Dream up to, come up to oh rewind
Dream up to, come up to oh remind
Daily daily daily, daily daily daily

따스했던 온기로
포근히 감싼 그 날처럼
날 꼭 데리러 와
잠시 멈출 순 없을까 내 맘이 말을 해
If I have the last dream, all night oh

끝없는 Daydreaming
흐릿하게 보이던 현실에 닿길 바래
Forgetting the line
일렁이는 마음도 쉬어 갈 수 있는 곳
나만의 정원 That’s all greening
I’m showing you now

Day-dream 깨지 않아 (Daydream)
Day-dream 멀지 않아 (My dream)
Day-dream 감싸 안아
더 높이 떠올라
Day-dream 깨지 않아 (Daydream)
Day-dream 멀지 않아 (My Dream)
Day-dream 감싸 안아
모든 꿈을 이룰 수 있길",2
"길은 어두워져 가고
지쳐 버린 내 다리는
한 발을 내딛기조차
힘이 들었네
가쁜 숨을 내쉬며
어딘지 모르는 목적지
그 곳에 나의 자리를
생각해 보네
혼자라 더 외롭고
같이 할 이 없음이
내겐 무엇보다 더 큰
시련이었겠지만
쉬운 것 하나 없던
세상 속 그 어딘가
내가 좋아하던 이 길
I'm free
봄바람에 핀 꽃처럼 춤을 추듯이
I'm free
지나가 버린 어린 시절의
꿈을 꾸고 있는 듯이
사람들은 잘 몰라
자신에 대한 비밀을
모두 세상을 쫓아 가니까
바삐 걸어 도착한 그 어딘가에 선
나를 난 꿈 꿀 거야
I'm free
봄바람에 핀 꽃처럼 춤을 추듯이
I'm free
자유로운 나
시간이 전부였던 우리에게
간절한 꿈 하나 품고 살았다면
어쩌면 그건 내가 살아가던
이 세상 단 하나의 가장
큰 축복이었을 거야
I'm free
봄바람에 핀 꽃처럼 춤을 추듯이
I'm free
꿈을 꾸고 있는 듯이
꿈을 꾸고 있는 듯이",2
"tonight tonight is the night
그토록 기다렸던
우리만의 시간 Oh yeah
tonight tonight is the night
꿈처럼 너와 내가
하나되는 이 밤
Oh yeah Oh
맘 같지 않은
세상에 답답했지
등뒤로 느끼는
시선이 차가웠지
그래 난 안돼 못해
포기할 때쯤
내 앞에 짠 하고
니가 나타난거야
저 멀리 밝게
빛나는 저 별빛
어깨를 두드리는 바람
모두 나를 비춰
다시 꿈을 꾸네
내일 아침 떠오르는 태양도
서로를 위해 꼭 잡은 손
다시 날 일으켜
나는 노래하네
tonight we feelin so high
저 높이 하늘로
fly fly fly
끝없이 날아올라
한번 더 hi five
우리는 죽지 않아
선반 위 못난이
인형처럼 울지 않아
다같이 get up
stand up 부끄러마
우린 다 주인공
일찍 집에 가지마
저 멀리 밝게
빛나는 저 별빛
어깨를 두드리는 바람
모두 나를 비춰
다시 꿈을 꾸네
내일 아침 떠오르는 태양도
서로를 위해 꼭 잡은 손
다시 날 일으켜
나는 노래하네
feels good 눈을 감아
feels good 뭐가 보여
feels good 그게 바로 너야
it alright oh yeah
Hey Hey Hey Hey
t t t turn it up
Hey Hey Hey Hey
b b b burn it up
모두 나를 비춰
다시 꿈을 꾸네
저 멀리 밝게
빛나는 저 별빛
어깨를 두드리는 바람
모두 나를 비춰
다시 꿈을 꾸네
내일 아침 떠오르는 태양도
서로를 위해 꼭 잡은 손
다시 날 일으켜
나는 노래하네
모든 것이 달라졌어
너와 함께하는 이 밤
눈부시게 아름다운
tonight is the night",2
"도대체 나답다는 게 뭔데
다 포기하려는 날
또 말리는 사람들
할 수 있단 말은 그대들 입버릇
그만할래 포기하겠어
되돌아가는 것도 큰 용기야
내키지 않는 것은 다 억지야
오 펑펑 울다 지쳐 잠들면
다른 세상이 나를 반겨 줄 테지
바닥을 치고 오르면
다시 다가갈 꿈이 보여
편한 삶을 원친 않았어
나 가려 했던 그곳
좀 고단했었던 길
긴 터널의 그 끝에는 빛이 내렸지만
더 가까워지진 않더라
희망이란 고문을 다 견뎠지
나를 다그치고 몰아세웠어
오 펑펑 울다 지쳐 잠들면
다른 세상이 나를 반겨줄 테지
바닥을 치고 오르면
다시 다가갈 꿈이 보여
나와 했던 약속들을 어기겠어
희망 하나로 아프다면
비겁해 질래 주저앉을래
날 사랑할래
또 다른 실패 향해 걷는다
그 길에 무너져도
세상은 비웃겠지만
내가 떳떳했으니까 됐어",2
"할 수 있다 말해요 이유는 묻지 말고
그렇게 다짐해요
자신감은 100% 의심하지 말아요
할 수 있다 말해요
나 아니면 안돼요 최선은 나의 선택
그렇게 외쳐봐요
불안한 맘 0% 이젠 할 수 있어요
할 수 있다 말해요
새날은 나의 희망 어제보다 값진
선물이 될 테니까 라랄랄라
언제나 기다림은 내일보다 멋진
오늘을 줄 테니까
포기하지 말고 웃음 잃지 말고
나와 함께라면 할 수 있어요
걱정하지 말고 돌아보지 말고
우리 함께라면 라랄랄라라
나 아니면 안돼요 최선은 나의 선택
그렇게 외쳐봐요
불안한 맘 0% 이젠 할 수 있어요
할 수 있다 말해요
새날은 나의 희망 어제보다 값진
선물이 될 테니까 라랄랄라
언제나 기다림은 내일보다 멋진
오늘을 줄 테니까
포기하지 말고 웃음 잃지 말고
나와 함께라면 할 수 있어요
걱정하지 말고 돌아보지 말고
우리 함께라면 라랄랄라라
포기하지 말고 웃음 잃지 말고
나와 함께라면 할 수 있어요
걱정하지 말고 돌아보지 말고
우리 함께라면 라랄랄라라",2
"내가 어딜향해 가고 있는지
무얼 위해서 사는건지
길을 잃은채 나 혼자 바보처럼
헤매온 지난 날
강한척 괜찮은척 웃고 있어도
가슴은 언제나 텅빈 사막
세상도 사람도 믿지 않았었지
깊은 상처 때문에
나는 내삶의 히어로
다시 한번 일어설꺼야
보석 처럼 빛나는 꿈들이
나를 불러
나는 꿈꾸는 히어로
저 끝까지 달려갈꺼야
이젠 두렵지 않아
내 곁에 이렇게 니가 있으니까

자신의 가려있을 거짓속에서
아무도 모르는 나의 상처
그렇게 마음을 닫은채 살았어
못난 겁쟁이 처럼
나는 내삶의 히어로
다시 한 번 일어설꺼야
보석처럼 빛나는 꿈들이 나를 불러
나는 꿈꾸는 히어로
저끝까지 달려갈꺼야
이젠 두렵지 않아
내 곁에 이렇게 니가 있으니까
너의 따스한 마음에
나의 모든 슬픔 녹듯이
내가 너의 아픔 아물게 해줄께

나는 내일의 히어로
다시 한 번 힘을 낼꺼야
햇살처럼 눈부신 희망이 나를 비춰
나는 꿈꾸는 히어로
험한 세상 이겨낼꺼야
그래 할 수 있는걸 언제나 이렇게
너와 함께라면",2
"이불 밖은 위험해
오늘도 컴퓨터를 켜지
벨이 울려서 반가워 열면
택배 아저씨지
피곤이 가시질 않아
바닥과 하나가 되자
핸드폰 사진 속 그들이 사는 세상 속
나 빼고 즐거워 보여
내 아침은 항상 해지는 오후
남보다 한 걸음씩 늦어왔지만
내일은 더 밝아질 거야
긴 꿈일 뿐이야 난 꿈꾸는 잉여
덮밥을 시켜먹을까
버거로 시작해볼까
메뉴를 고를 땐
그 어느 때보다 진지해
삼십 분 걸린대
내 아침은 항상 해지는 오후
남보다 한 걸음씩 늦어왔지만
내일은 더 밝아질 거야
긴 꿈일 뿐이야 난 꿈쟁이
선풍기 바람이 좀 센 거 같아
미풍으로 맞추고 눈을 감는데
이젠 뭔가 조금 더운 것 같아
창문을 열어 오 센치만 더
이불을 감고 아 잠이 든다
내 아침은 항상 해지는 오후
남보다 한 걸음씩 늦어왔지만
내일은 더 밝아질 거야
긴 꿈일 뿐이야 난 꿈꾸는 잉여
아무 걱정도 없는 건 아냐
머리 아플 땐 이렇게 쉬고 싶어
오늘은 다 내려 놓고서
긴 꿈을 꾸자 난 꿈꾸는 잉여",2
"유난히 긴 하루에
지친 몸을 이끌고
하루를 마치고 나면
의미 없어 이 모든 게
별빛처럼 쏟아지는
질문들이 괴롭게 해
어지럽혀 속에 갇혀
나 헤엄 헤엄
헤어 나올 수 없어
빠져나올 수 없어
뒤엉켜버린 시간 속을 여행 중
위로가 필요해
쉴 곳이 필요해
왜 다들 나에게 잘하라는 거야
위로가 필요해
쉴 곳이 필요해
그냥 좀 느리면 어때 그래
따뜻하게 조심스럽게 날 위로해 주길
따뜻하게 조심스럽게 날 위로해 주길
어쭙잖게 늘어놓는 게 조언이래
내 귀에 들릴 리가
내 맘에 와 닿을 리가
그냥 이렇게 내 하루를 들어줘
지금처럼 그렇게
잘하고 있어 그래
위로가 필요해
쉴 곳이 필요해
왜 다들 나에게 잘하라는 거야
위로가 필요해
쉴 곳이 필요해
그냥 좀 느리면 어때 그래
충분히 잘하고 있어
마음 가득 안아 줄게 이리와
언제나 니 편이 될 게
따스한 니 마음에 나 쉴 게
위로가 필요해
쉴 곳이 필요해
왜 다들 나에게 잘하라는 거야
위로가 필요해
쉴 곳이 필요해
그냥 좀 느리면 어때 그래
따뜻하게 조심스럽게 날 위로해 주길
따뜻하게 조심스럽게 날 위로해 주길",2
"안녕 이제서야 뒤돌아 인사하네
그래 내가 많이 늦었지
결국 이렇게 불쑥 열고 찾아와서
우린 만나고 있잖아
그저 그대로 빛이 나길 바래
그저 그렇게 웃고 있는 널 그려
바라는 건 참 많고 많지만
그래도 가끔 그늘에 가려
애석한 내 마음은 어쩔 수가 없어요
꾸며지지 않아도 돼
불안하지 않아도 돼
잠시 멈춰 서도 괜찮다고
언제나 곁에 그렇게 있을 거라고
오늘도 난 나의 스물에게
속삭이고 있어
Nanana nanana
Nanana 너에게
꿈도 기억나지 않을 잠이 들길
힘들이지 않고 편히 눈을 감길
그리는 건 참 많고 많지만
물감이 적어 다 그려낼 수가 없는
이 모습도 나라는 걸 알아요
꾸며지지 않아도 돼
불안하지 않아도 돼
토닥임이 떠밀림이 아니길
언제나 곁에 그렇게 있을 거라고
오늘도 난 나의 스물에게
속삭이고 있어
오로지 나 그저
나의 생각들로 가득 찬
편한 밤이 되길
이 불안을 어디에 둬야 할지
얼만큼 덜어내야 할지
이미 지나간 시간에
만약에라는 건 없는 걸 알지만
다시 만나면
언제나 오직 너에게 귀 기울인다고
오늘도 난 나의 스물에게
속삭이고 있어
Nanana nanana
Nanana 너에게",2
"Hello 잘 지내니
거긴 어때 듣고 있니
교복을 입고 있던
교실 어딘가에 나 말야
별로 못 지내니
하루 빨리 오고 싶니
좀 더 자유로워질 거라
생각하는 여기로 말이야
그래 지금 이 곳도 썩 괜찮은 듯해
네가 꿈꾸던 날과 얼마나
닿아 있는지 모르지만
듣고 있다면 기억해줄래
그 곳의 네가 지금 내가 되기까지
사실 참 힘들었거든
네가 있는 그 곳이
지금 내겐 꿈같은 곳이야
지구 반대편도
갈 수 있는데 말이야
네가 있는 그 곳은
어떻게 해도 갈 수가 없어
친구라 부를 수 있는
사람들이 많았던
썩 외롭지 않았던
그 곳의 나에게 편지를 써
그래 지금 이 곳도
썩 괜찮은 듯해
네가 꿈꾸던 날과 얼마나
닮아 있는지 모르지만
듣고 있다면 기억해줄래
그 곳의 네가 지금 내가 되기까지
사실 참 힘들었거든
네가 있는 그 곳이 꿈같은 곳이야
오늘이 쌓여서
그 곳의 네가 내가 돼
좀 더 많이 웃고 울고 넘어지는 걸
두려워하지 마
하늘은 언제나 어두웠다가도
이내 햇살을 드러내며
반드시 맑아져 and you",2
"기억은 아름답게 변해서
지금의 나를 초라하게 만들고
맘속에 맴도는 쌀쌀한 말들
나 지금 기대고 싶어요
차가운 계절에도 모두들
따뜻한 표정을 하고 있는 걸요
끝없이 작아지는 무표정한 나
나만 지금 어디에 있나요
이 세상에 변하지 않는 건 없어
아픈 마음도 전부 지나갈 거야
너는 너라서 잘 모르겠지만
정말 한없이 소중하고 또 사랑스러워
매일매일 견디듯 살아가지만
어떤 내일도 너는 이겨낼 거야
너는 너라서 잘 모르겠지만
나는 널 알아 내가 아는 넌
이겨낼 거라고 믿어
저 높은 계단 위에 오르면
나도 누군가처럼 넓은 사람이 될까요
끝없이 작아지는 빠듯한 마음
나는 지금 안기고 싶어요
여린 너이기에 조금 느릴 테지만
힘든 마음도 점점 무뎌질 거야
너는 너라서 잘 모르겠지만
정말 한없이 소중하고 또 사랑스러워
매일매일 견디듯 살아가지만
어떤 선택도 너는 잘 해낼 거야
너는 너라서 잘 모르겠지만
나는 널 믿어 너의 방식대로
잘할 거라고
너도 널 믿어 무슨 일도
꼭 해낼 거라고 믿어",2
"내 걸음이 좀 느려도
하늘은 내게 웃어줘
숨 죽인 눈 얼어 붙은 맘
너 마저 알진 못해도
흩어지던 나의 노래
다시 나를 일으켜
저 하늘 위를 상상해봐
더 높이 날아가는 나의 꿈들을
너를 믿어 너의 꿈을
You're gonna fly
Fly to your dream
지금 보다 소중한 너
You're gonna fly
Fly to your dream
너의 꿈을 향해 발을 멈추지마
Don't be afraid again
계속 길을 달려 숨을 멈추지마
너 하나 뿐야
이 꿈 이대로 Run Again
외로움에 지친 하루
가질 수 없는 바람 뿐
넘어지고 또 무너져
일어설 힘도 없을 때
고갤 들어 우릴 믿어
너의 곁에 있을게
저 하늘 위를 상상해 봐
더 높이 날아가는 너의 꿈들을
너를 믿어 너의 꿈을
You're gonna fly
Fly to your dream
지금 보다 소중 한 너
You're gonna fly
Fly to your dream
너의 꿈을 향해 발을 멈추지마
Don't be afraid again
계속 길을 달려 숨을 멈추지마
너 하나 뿐야
이 꿈 이대로 Run Again
네 꿈 속에 같은 바람
우린 믿어 너와 나 하나되어 꿈을 이뤄
이젠 하늘 위로
너를 믿어 너의 꿈들을
You're gonna fly
Fly to your dream
지금 보다 소중 한 너를
You're gonna fly
Fly to your dream
너의 꿈을 향해 발을 멈추지마
Don't be afraid again
계속 길을 달려 숨을 멈추지마
너 하나 뿐야 이 꿈 이대로 Run Again",2
"가끔 하늘을 바라봐
구름을 따라
다시 걸어가
눈물을 닦아
하늘에 별이
그댈 위해 반짝여
어둠을 밝혀줘
Never give up
다시 두 손을 모아 기도해요
내일이 그댈 기다릴 거에요
That's all I need need
저 하늘이 내려준 선물
저 바닷속 숨겨둔 보물
이 세상에 그대가 있어
그대는 그대라 소중해
그대 반짝이는 두 눈 속엔
자그마한 꿈이 보여
다 이뤄지길 다 이뤄가길
기대하고 또 응원해
Don't you give up no- yeah-
저 하늘이 내려준 선물
저 바닷속 숨겨둔 보물
이 세상에 그대가 있어
그대는 그대라 소중해
햇살보다 따뜻한 가슴
저 별보다 빛나는 눈빛
이 세상에 그대가 있어
그대는 그대라 소중해
하루하루가 외로워도
내가 있음을 기억해요
주저 앉고 싶을 때면
내가 힘이 되고 싶어
그댈 위해 빛을 내
그댈 위해
I will pray pray- pray-
저 하늘이 내려준 선물
저 바닷속 숨겨둔 보물
이 세상에 그대가 있어
그대는 그대라 소중해
햇살보다 따뜻한 가슴
저 별보다 빛나는 눈빛
이 세상에 그대가 있어
그대는 그대라 소중해",2
"왜 그렇게 고개를 떨구고 있니
아직 할 수 있는 것 들이 많은데
조금씩 조금씩 노력하다 보면
많은 것이 보일 거야
지금 포기하려 하지마
힘들 때도 많겠지만
지금 포기하려 하지마
생각보다 어렵겠지만
아냐 또 한번 더 일어나
이대로 끝내지 마
안 되는 것은 없어
그렇게 믿고 이제
멈추지 않으면 돼
지금 포기하려 하지 마
힘들 때도 많겠지만
지금 포기하려 하지 마",2
"everyday alright
맘이 가는 대로 따라가
everyday alright
당당하게 너를 보여줘
세상이 원하는 방식대로
그렇게 살아갈 필요는 없어
그래 꿈을 꾸는 거야 alright
하고 싶은 게 너무 많아 매일 매일
멋진 사랑도 하고 싶어 다시 다시
내 맘이 가는 대로
내 느낌이 가는 대로
행복할 수 있다면 그래 괜찮아
everyday alright
맘이 가는 대로 따라가
everyday alright
당당하게 너를 보여줘
세상이 원하는 방식대로
그렇게 살아갈 필요는 없어
그래 꿈을 꾸는 거야 alright
헛된 후회는 하지 않아 두번 다신
원하는 대로 사는 거야 그래 그래
내 맘이 가는 대로
내 느낌이 가는 대로
행복할 수 있다면 그래 괜찮아
everyday alright
맘이 가는 대로 따라가
everyday alright
당당하게 너를 보여줘
세상이 원하는 방식대로
그렇게 살아갈 필요는 없어
그래 꿈을 꾸는 거야
everyday alright
맘이 가는 대로 따라가
everyday alright
당당하게 너를 보여줘
세상이 원하는 방식대로
그렇게 살아갈 필요는 없어
그래 꿈을 꾸는 거야 alright",2
"이젠 너의 모습 속에
니가 알지 못했던 숨은 너를 느껴봐
아직 보여주지 못한
니 안에 감춰진 것들 보석 같은 너를 봐

때론 의미 없는 말이 상처가 돼고
(생각하면 슬픈 기억들 이젠 다)
떨쳐 버릴 때가 왔어
(너라면 할 수 있지 않니)
언제나 너를 믿어 이젠

* Just get aloud your mind
Just get aloud your smile
소리쳐봐 잠든 니가 들을 수 있게
Just get inside your mind
Just get inside your life
지금부터 시작하는 거야 (하는 거야)

Let's get loud x 2


많은 생각들도 이젠
아무 소용없단 걸 너도 알고 있잖아
눈을 떠니 앞에 맞선
현실을 하나씩 바꿔 가는 것만 남았어

(더는 힘을 낼 수 없는 순간이 와도)
너의 맘이 이끈 대로 갈 수 있어
(너의 맘을 끌어 안아)
세상도 너를 막지 못해
잃었던 너를 찾는다면

*

Let's get loud x 2


넌 소리내 울어도 돼
하지만 지금 뿐인 거야
Let's get loud
젖은 얼굴 닦고 난
그 다음은 미소야 기억해

(Inside you're still alive)
지나간 일들은 모두 잊어
(Let's get you right now)
hmm baby 소리쳐 너를 불러봐

*",2
"잠이 오지 않아서
새벽달이 길어서
밤을 헤매는 네가
편히 잘 수 있기를 바래
멍든 마음이 아파서
빛을 다 쓴 추억에 갇혀
괴로운 너의 고통이
이제는 끝나길 바래
네가 어디에 있었고
어딜 향해 걷고 있던지
무얼 잃으면서 살았고
어떤 꿈을 꾸며 살던지
그 마음이 힘겨웠던 시간을 안아서
이 노래를 듣고 있을 너에게 전할게
이런 위로
이런 위로
또 아무도 모르게
이불 속에 숨어서
눈물 흘리는 네가
다시 웃어주기를 바래
텅 빈 방 안에 혼자서
울다 지친 마음이 닫혀
외로운 너의 빈 곳이
이젠 채워지길 바래
네가 어디에 있었고
어딜 향해 걷고 있던지
무얼 잃으면서 살았고
어떤 꿈을 꾸며 살던지
그 마음이 힘겨웠던 시간을 안아서
이 노래를 듣고 있을 너에게 전할게
이런 위로
이런 위로
여러 가지 이유가 있겠지
지금 이 노랠 듣는 사람들
그런 날엔 이유가 있겠지
왠지 눈가는 젖고 마음이 마를 때
내가 어디에 있었고
어딜 향해 걷고 있던지
무얼 잃으면서 살았고
어떤 꿈을 꾸며 살던지
그 마음이 힘겨웠던 시간을 안아서
이 노래를 듣고 있을 너에게 전할게
이런 위로
네게 위로
이런 위로",2
"잠이 들지 않아 어떤 일이 있나요
작은 어깨를 달래주고 있어
작고 여린 날
내가 안아주고 있었나 봐
그 뺨엔 툭 눈물 흘러
홀로 걷는 이 길에서 비틀거려도
혼자 있는 이 밤을 난 안아줄 거야
반짝이는 세상이 내게 밤을 줘도
더욱 아플지도 모르지만
내일이 올 거야
하루 끝 그리움 회색빛 고요함
어두운 단어들이 내 세상을
덮어버리려 해
하루 끝 좋은 꿈 포근함 좋은 날
예쁜 단어들이 내 세상을 안아줄 테니까
난 괜찮아
한여름 비에 젖어도
가을 하늘 내 맘을 그려봐
얼어있는 겨울에 등을 움츠려
봄에 기대어 또 하루를 꿈꿔
하루 끝 그리움 회색빛 고요함
어두운 단어들이 내 세상을
덮어버리려 해
하루 끝 좋은 꿈 포근함 좋은 날
예쁜 단어들이 내 세상을 안아줄 테니까
난 괜찮아
난 괜찮아
난 괜찮아
나 홀로 세상의 행복을 쫓아가
아무도 몰라도 나는 옆에 있어
하루의 온기가 추워도 괜찮아
나의 따스한 위로가 되어 줄게",2
"지난 일은 언제나
낭만이 된대
어떤 길을 택할지
아직 모른다 해도
growing pain 같은 건
걱정하지 말아
이 밤 잠든 네게
마음을 적어 보내
아침 햇살 내려앉는
움츠린 두 어깨
I can’t pretend
모른 척하지 않아
어둔 밤의 끝엔 알게 될지도 몰라
a little rainbow
가장 너다운 색깔로 날아가
넌 맘을 가득 담아
지켜봐 alright
서투른 걸음 아래
밝아 올 빛을 알아
우리 사이 비쳐 온 달빛에
넌 이끌리는 대로 춤을 춰
you know what 이젠 알면 해
우리 멋진 날을 a little longer
관두고 나면 편해 No no
내일은 쓰기만 해 No no
네 하룰 행복하게 만드는
너른 빛이 되어 줄게
아침 햇살 내려앉는
움츠린 두 어깨
I can’t pretend
되돌아가지 않아
어둔 밤의 끝엔 알게 될지도 몰라
a little rainbow
가장 너다운 색깔로 날아가
넌 맘을 가득 담아
지켜봐 alright
서투른 걸음 아래
밝아 올 빛을 알아
This is all about our youth
영원 같아
어렴풋한 내일에 귀를 기울여
어둔 밤의 끝엔 너와
두 손을 잡아
a little rainbow
가장 너다운 색깔로 날아가
넌 맘을 가득 담아
지켜봐 alright
네 안의 빛을 따라
약속한 너를 만나",2
"어린 시절 내 방 한 켠에는
만화 책이 가득 했어
많은 사람의 환호를 받으며
날아다니는
주인공이 되고 싶었나 봐
그러다 나 어느덧
비슷한 나이가 됐지
난 꿈을 꾸게 됐고 눈을 떠보니
미로 속에 갇혀있어
답을 찾기 힘들겠지만
수많은 운명 속에서
내가 택한 길을 믿어
달려가 보는 거야
참 어렸던 날 놓아줄 거야
한 발자국 돌아설 일이 생겨도
어둠이 날 감싸 안아도
저 별처럼 나 빛나게 되는 날까지는
놓지 않을 거야
화려한 트로피나 무언갈
원하지 않아 난 그저 나와 같은
꿈을 가진 너를 위해 봄날 같은
희망이 나 되고파
시간을 돌리고 싶단 생각을
한 적도 있지만
여기까지 왔어 할 수 있어
수많은 운명 속에서
내가 택한 길을 믿어
달려가 보는 거야 참 어렸던
날 놓아줄 거야
한 발자국 돌아설 일이 생겨도
어둠이 날 감싸 안아도
저 별처럼 나 빛나게 되는 날까지는
놓지 않을 거야
쉽지 않을 거야 알아
하지만 내가 다 선택한 길이잖아
모든 걸 넘어서 그 만화 속
주인공이 돼볼 거야
너도 나와 같다면 조금만 기다려줘
나 날아올라 너에게 손을 내밀어줄게
우리의 꿈이 빛바래지 않도록
지쳐도 일어설 수 있도록
놓지 않을게
넌 네 이야기의 주인공이니까",2
